# 3000 candidates (of 97661 native,tatsama,deshi,tadbhava-tagged words scanned), sorted by loanword-likelihood
# score	word	phoneme	tag	trigger_window
0.5504	ক্ষেপলা	kh E p l a	tatsama	pla
0.5504	প্লাবনভূমি	p l a b O n bh u m i	native	pla
0.5504	শাপলা	sh a p l a	native	pla
0.5504	হেল্পলাইন	h e l p l a i n	native	pla
0.5504	কাপলান	k a p l a n	native	pla
0.5504	খাপলাং	kh a p l a ng	native	pla
0.5504	ঘাপলা	gh a p l a	native	pla
0.5504	ঘাপলার	gh a p l a r	native	pla
0.5504	টোপলা	T O p l a	native	pla
0.5504	ন্যাপলা	n A p l a	native	pla
0.5504	শাপলাকে	sh a p l a k e	native	pla
0.5504	শাপলাপুর	sh a p l a p u r	native	pla
0.5504	শাপলার	sh a p l a r	native	pla
0.5504	সাপলা	sh a p l a	native	pla
0.5468	দুষ্কৃতিকারীরা	d u s k ri t i k a r i r a	tatsama	usk
0.5437	ডেমরা	D A m r a	native	DAm
0.5437	ডেমরার	D A m r a r	native	DAm
0.5426	নাছিম	n a s i m	native	sim
0.5426	ওয়াসিম	O y a s i m	native	sim
0.5426	ওয়াসিমকে	O y a s i m k e	native	sim
0.5426	ওয়াসিমুল	O a s i m u l	native	sim
0.5426	ওয়াসিমের	O y a s i m e r	native	sim
0.5426	পিসিম্যাগ	p i s i m A g	native	sim
0.5426	বায়োপসি	b a y O p s i	native	psi
0.5425	মাসহ	m a s o h	native	aso
0.5416	ড্রোনকে	D r O n k e	native	DrO
0.5416	ড্রোনটি	D r O n T i	native	DrO
0.5416	ড্রোনটির	D r O n T i r	native	DrO
0.5413	পিজিসিবি	p i j i s i b i	native	isi
0.5413	পলিসিতে	p o l i s i t e	native	isi
0.5413	পলিসির	p o l i s i r	native	isi
0.5413	পিইসি	p i i s i	native	isi
0.5413	পিইসির	p i i s i r	native	isi
0.5413	পিভিসি	p i bh i s i	native	isi
0.5413	পিসি	p i s i	native	isi
0.5413	পিসিতে	p i s i t e	native	isi
0.5413	পিসিবি	p i s i b i	native	isi
0.5413	পিসিবিকে	p i s i b i k e	native	isi
0.5413	পিসিবির	p i s i b i r	native	isi
0.5413	পিসির	p i s i r	native	isi
0.5413	বিজিসি	b i j i s i	native	isi
0.5413	বিপিসি	b i p i s i	native	isi
0.5413	বিবিসি	b i b i s i	native	isi
0.5413	বিবিসিতে	b i b i s i t e	native	isi
0.5413	বিবিসির	b i b i s i r	native	isi
0.5413	বিসি	b i s i	native	isi
0.5413	বিসিবি	b i s i b i	native	isi
0.5413	বিসিবিও	b i s i b i O	native	isi
0.5413	বিসিবিকে	b i s i b i k e	native	isi
0.5413	বিসিবিতে	b i s i b i t e	native	isi
0.5413	বিসিবিপ্রধান	b i s i b i pr o dh a n	native	isi
0.5413	বিসিবির	b i s i b i r	native	isi
0.5413	বিসিবিরও	b i s i b i r O	native	isi
0.5413	ভিসি	bh i s i	native	isi
0.5413	ভিসিবিরোধি	bh i s i b i r O dh i	native	isi
0.5413	ভিসির	bh i s i r	native	isi
0.5410	টেন্ডাই	T e n D a i	native	TenD
0.5410	টেন্ডারবাজ	T e n D a r b a j	native	TenD
0.5410	টেন্ডারবাজির	T e n D a r b a j i r	native	TenD
0.5410	টেন্ডারে	T e n D a r e	native	TenD
0.5410	টেন্ডুলকারসহ	T e n D u l k a r sh o h O	native	TenD
0.5403	ল্যামি	l A m i	native	lAm
0.5403	ল্যামোগলিয়া	l A m O g o l i y a	native	lAm
0.5403	ল্যাম্প	l A mp	native	lAm
0.5403	ল্যাম্পগুলো	l A mp g u l O	native	lAm
0.5403	ল্যাম্পস	l A mp sh	native	lAm
0.5403	ল্যাম্পের	l A mp e r	native	lAm
0.5403	ল্যাম্ব	l A mb	native	lAm
0.5380	নিটওয়্যার	n i T O y A r	native	OyAr
0.5380	নিটওয়্যারের	n i T O y A r e r	native	OyAr
0.5380	ফ্যাশনওয়্যার	ph A sh o n O y A r	native	OyAr
0.5380	সামহোয়্যার	sh a m h O y A r	native	OyAr
0.5380	সামহোয়্যারইন	sh a m h O y A r i n	native	OyAr
0.5370	পনিটেল	p a n i T e l	native	iTel
0.5363	ইনগ্রিড	i n gr i D	native	riD
0.5363	পাওয়ারগ্রিড	p a O y a r gr i D	native	riD
0.5336	পিড	p i D	native	piD
0.5336	পিড্য	p i D D O m a n	native	piD
0.5303	ইম্পাউন্ডিং	i mp a u n D i ng	native	nDin
0.5284	চাপলিন	ch a p l i n	native	pli
0.5284	চ্যাপলিনের	ch A p l i n e r	native	pli
0.5284	জপলিন	j o p l i n	native	pli
0.5284	পপলিন	p o p l i n	native	pli
0.5284	লতাচাপলি	l o t a ch a p l i	native	pli
0.5283	সাম	s a m	native	sam
0.5283	সামিউল	s a m i u l	native	sam
0.5265	এঁটেল	e~ T e l	native	Tel
0.5265	হোটেলগুলো	h O T e l g u l O	native	Tel
0.5265	হোটেলগুলোতে	h O T e l g u l O t e	native	Tel
0.5265	খটেল	kh o T e l	native	Tel
0.5265	খোটেল	kh O T e l	native	Tel
0.5265	টেল	T e l	native	Tel
0.5265	টেলর	T e l o r	native	Tel
0.5265	টেলা	T e l a	native	Tel
0.5265	টেলার	T e l a r	native	Tel
0.5265	টেলে	T e l e	native	Tel
0.5265	টেলের	T e l e r	native	Tel
0.5265	টেল্লো	T e l l O	native	Tel
0.5265	পটেল	p o T e l	native	Tel
0.5265	পাটেল	p a T e l	native	Tel
0.5264	আড়খেমটা	a r kh e m T a	native	emT
0.5264	প্রেমটা	pr e m T a	native	emT
0.5229	বাসচালক	b a s ch a l O k	native	asc
0.5229	বাসচালকের	b a s ch a l O k e r	native	asc
0.5229	বাসযাত্রী	b a s j a tr i	native	asj
0.5229	বাসযাত্রীরা	b a s j a t r i r a	native	asj
0.5227	তুন্ডিল	t u n D i l	native	Dil
0.5227	বান্ডিল	b a n D i l	native	Dil
0.5227	বান্ডিলে	b a n D i l e	native	Dil
0.5227	শান্ডিল্য	sh a n D i l l O	native	Dil
0.5113	টে	T e	native	Te
0.5093	কেটলি	k e T l i	native	eTl
0.5056	ইক্যুইটেবল	i k k u i T e b o l	native	uiTe
0.5020	ক্ল্যাও	k l A O	native	klA
0.5003	উড্ডিন	u D D i n	native	Din
0.5003	ডিনারে	D i n a r e	native	Din
0.5003	ডিংকা	D i ng k a	native	Din
0.5003	ডিংগাডোবা	D i ng g a D O b a	native	Din
0.5003	ডিংাতে	D i ng g a t e	native	Din
0.5003	ডিংানো	D i ng g a n O	native	Din
0.5003	ডিংানোর	D i ng g a n O r	native	Din
0.5003	ডিংি	D i ng i	native	Din
0.5003	ডিংিয়ে	D i ng g i y e	native	Din
0.5003	ডিনেট	D i n e T	native	Din
0.5003	ডিন্ডিম	D i n D i m	native	Din
0.5003	ডিন্ডির	D i n D i r	native	Din
0.4875	ক্লায়েন্ট	kl a y e n T	native	yenT
0.4875	টোয়েন্টি	T O y e n T i	native	yenT
0.4870	সোপের	s O p e r	native	sOp
0.4870	সোফি	s O ph i	native	sOp
0.4861	পনিটেইল	p O n i T e i l	native	iTeil
0.4858	ইফেক্টস	i ph e k T sh	native	kTs
0.4858	ইফেক্টসের	i ph e k T sh e r	native	kTs
0.4858	ফোক্ট্স	ph O k T sh	native	kTs
0.4850	স্কুলছাত্র	s k u l chh a tr O	native	sku
0.4850	স্কুলছাত্রকে	s k u l chh a tr O k e	native	sku
0.4850	স্কুলছাত্রীদের	s k u l chh a tr i d e r	native	sku
0.4850	স্কুলশিক্ষিকা	s k u l sh i kkh i k a	tatsama	sku
0.4850	স্কুলশিক্ষক	s k u l sh i kkh o k	tatsama	sku
0.4850	স্কুলশিক্ষককে	s k u l sh i kkh o k k e	tatsama	sku
0.4850	স্কুলশিক্ষকদের	s k u l sh i kkh o k d e r	tatsama	sku
0.4850	স্কুলশিক্ষকের	s k u l sh i kkh O k e r	tatsama	sku
0.4850	স্কুলশিক্ষা	s k u l sh i kkh a	tatsama	sku
0.4850	স্কুলশিক্ষার্থি	s k u l sh i kkh a r th i	tatsama	sku
0.4850	স্কুলশিক্ষার্থিদের	s k u l sh i kkh a r th i d e r	tatsama	sku
0.4850	স্কুলশিক্ষিকার	s k u l sh i kkh i k a r	tatsama	sku
0.4831	টেরা	T A r a	native	TAr
0.4831	ট্যারা	T A r a	native	TAr
0.4828	ইদুরটিকে	i d u r T o k e	native	rTo
0.4828	গিয়ার্ট	g i y a r T o	native	rTo
0.4828	নরটন	n o r T o n	native	rTo
0.4804	পেভমেন্ট	p e bh m e n T	native	menT
0.4804	ইনক্রিমেন্ট	i n k ri m e n T	native	menT
0.4804	ইমপিচমেন্ট	i m p i ch m e n T	native	menT
0.4804	ইমপ্রুভমেন্ট	i m pr u bh m e n T	native	menT
0.4804	টুর্নামেন্ট	T u r n a m e n T	native	menT
0.4804	গবর্নমেন্ট	g o b o r n o m e n T o	native	menT
0.4804	গবর্মেন্ট	g o b o r m e n T o	native	menT
0.4804	গভমেন্ট	g o bh m e n T	native	menT
0.4804	গভর্নমেন্ট	g o bh o r n m e n T o	native	menT
0.4804	পানিশমেন্ট	p a n i sh m e n T	native	menT
0.4804	পার্লামেন্ট	p a r l a m e n T	native	menT
0.4804	পার্লামেন্টই	p a r l a m e n T i	native	menT
0.4804	পিগমেন্ট	p i g m e n T	native	menT
0.4804	লজমেন্ট	l o j m e n T	native	menT
0.4804	সুমেন্টু	sh u m e n T u	native	menT
0.4798	ইএম	i e m	native	iem
0.4798	ইভিএমে	i bh i e m e	native	iem
0.4798	পিএমআই	p i e m a i	native	iem
0.4798	পিএমএল	p i e m e l	native	iem
0.4798	বিআইবিএম	b i a i b i e m	native	iem
0.4798	বিআইবিএমের	b i a i b i e m e r	native	iem
0.4798	বিএম	b i e m	native	iem
0.4798	বিএমআই	b i e m a i	native	iem
0.4798	বিএমআরই	b i e m a r i	native	iem
0.4798	বিএমএমএএর	b i e m e m e e r	native	iem
0.4798	বিএমএর	b i e m e r	native	iem
0.4798	বিএমবিএ	b i e m b i e	native	iem
0.4798	বিএমবিএর	b i e m b i e r	native	iem
0.4798	বিজিএমইএ	b i j i e m i e	native	iem
0.4798	বিজিএমইএকে	b i j i e m i e k e	native	iem
0.4798	বিপিজিএমইএ	b i p i j i e m i e	native	iem
0.4798	বিপিজিএমইএর	b i p i j i e m i e r	native	iem
0.4798	সিএম	sh i e m	native	iem
0.4798	সিএমআরআরসি	sh i e m a r a r sh i	native	iem
0.4798	সিএমএ	sh i e m e	native	iem
0.4798	সিএমএইচ	sh i e m e i ch	native	iem
0.4798	সিএমএইচে	sh i e m e i ch e	native	iem
0.4798	সিএমএইচের	sh i e m e i ch e r	native	iem
0.4798	সিএমএম	sh i e m e m	native	iem
0.4798	সিএমএল	sh i e m e l	native	iem
0.4798	সিএমএস	sh i e m e sh	native	iem
0.4798	সিএমও	sh i e m O	native	iem
0.4798	সিএমওএ,	sh i e m O e sh	native	iem
0.4798	সিএমসি	sh i e m sh i	native	iem
0.4798	সিএমসিক,	sh i e m sh i k e	native	iem
0.4798	সিএমসির	sh i e m sh i r	native	iem
0.4798	সিপিআইএম	sh i p i a i e m	native	iem
0.4798	সিপিআইএমের	sh i p i a i e m e r	native	iem
0.4798	সিপিএম	sh i p i e m	native	iem
0.4798	সিপিএমকে	sh i p i e m k e	native	iem
0.4798	সিপিএমের	sh i p i e m e r	native	iem
0.4798	সিবিএম	sh i b i e m	native	iem
0.4768	পাসও	p a s O	native	asO
0.4663	পুরস্কৃত	p u r O s k ri t O	tatsama	Osk
0.4662	প্যাডল	p A D o l	native	ADo
0.4642	আর্মব্যান্ড	a r m b A n D	native	AnD
0.4642	ব্যাণ্ডদল	b A n D d o l	tatsama	AnD
0.4642	প্যান্ডোরার	p A n D O r a r	native	AnD
0.4642	ব্যান্ডতারকা	b A n D t a r o k a	native	AnD
0.4642	ব্যান্ডদল	b A n D d o l	native	AnD
0.4642	ভ্যানডায়ার	bh A n D a y a r	native	AnD
0.4642	ভ্যান্ডারলি	bh A n D a r l i	native	AnD
0.4634	ইনফেকশন	i n ph e k sh o n	native	eks
0.4634	ইনফেকশনে	i n ph e k sh o n e	native	eks
0.4634	ইনফেকশনের	i n ph e k sh O n e r	native	eks
0.4634	অবজেকশন	o b O j e k sh o n	native	eks
0.4634	আলেকসান্দর	a l e k sh a nd o r	native	eks
0.4634	আলেকসান্দার	a l e k sh a nd a r	native	eks
0.4634	ইঞ্জেকশন	i nj e k sh o n	tatsama	eks
0.4634	ইঞ্জেকশান	i nj e k sh a n	tatsama	eks
0.4634	ইনজেকশনও	i n j e k sh o n O	native	eks
0.4634	ইনজেকশনের	i n j e k sh O n e r	native	eks
0.4634	ইলেকশন	i l e k sh o n	native	eks
0.4634	ইলেকশনের	i l e k sh o n e r	native	eks
0.4634	ইলেকশান	i l e k sh a n	native	eks
0.4634	কারেকশন	k a r e k sh o n	native	eks
0.4634	কালেকশন	k a l e k sh o n	native	eks
0.4634	শেকসপিয়ার	sh e k sh p i y a r	native	eks
0.4634	শেকসপিয়ারের	sh e k sh p i y a r e r	native	eks
0.4634	কানেকশনসহ	k a n e k sh o n sh o h O	native	eks
0.4634	কানেকশনের	k a n e k sh o n e r	native	eks
0.4634	কয়েকশ	k o y e k sh o	native	eks
0.4634	খালেকশহ	kh a l e k sh o h o	native	eks
0.4634	তারেকসহ	t a r e k sh o h O	native	eks
0.4634	পারফেকশন	p a r ph e k sh o n	native	eks
0.4634	প্রজেকশন	pr O j e k sh O n	native	eks
0.4634	প্রজেকশনে	pr O j e k sh o n e	native	eks
0.4634	প্রজেকশনের	pr O j e k sh o n e r	native	eks
0.4634	বিবেকসম্পন্ন	b i b e k sh o mp o nn o	native	eks
0.4634	মানেকশ	m a n e k sh o	native	eks
0.4634	মানেকশর	m a n e k sh o r	native	eks
0.4634	মালেকসহ	m a l e k sh o h O	native	eks
0.4634	লিক্যুইফেকশন	l i k u i ph e k sh o n	native	eks
0.4634	লেকশোর	l e k sh O r	native	eks
0.4634	লেকস	l e k sh	native	eks
0.4634	লেকসার্কাস	l e k sh a r k a sh	native	eks
0.4634	সিলেকশনের	sh i l e k sh o n e r	native	eks
0.4634	কনফেকশনারি	k o n ph e k sh o n a r i	native	eks
0.4615	ইউটা	i u T a	native	iuTa
0.4615	ইউটার্ন	i u T a r n	native	iuTa
0.4613	র্যাচেল	r A ch e l	native	rAc
0.4555	গেজেটভুক্ত	g e j e T bh u kt O	native	eTb
0.4555	পেটব্যথা	p e T b A th a	native	eTb
0.4555	নেটবই	n e T b o i	native	eTb
0.4555	নেটবুক	n e T b u k	native	eTb
0.4555	নেটবুকে	n e T b u k e	native	eTb
0.4555	পেটব্যথার	p e T b A th a r	native	eTb
0.4555	পেটভরে	p e T bh o r e	native	eTb
0.4555	পেটভাতা	p e T bh a t a	native	eTb
0.4555	বুলেটবিদ্ধ	b u l e T b i d dh O	tatsama	eTb
0.4554	ওডা	O D a	native	ODa
0.4554	টোডা	T O D a	native	ODa
0.4554	নোডাল	n O D a l	native	ODa
0.4554	পুরোডাশ	p u r O D a sh	native	ODa
0.4554	প্যাগোডা	p A g O D a	native	ODa
0.4554	প্যাগোডায়	p A g O D a y	native	ODa
0.4554	প্রডাকশন	pr O D a k sh O n	native	ODa
0.4554	প্রডাকশনের	pr O D a k sh o n e r	native	ODa
0.4554	প্রডাক্ট	pr O D a k T	native	ODa
0.4554	প্রডাক্টকে	pr O D a k T k e	native	ODa
0.4554	প্রোডাকশনের	pr O D a k sh O n e r	native	ODa
0.4554	প্রোডাক্ট	pr O D a k T	native	ODa
0.4554	প্রোডাক্টের	pr O D a k T e r	native	ODa
0.4516	ক্যাক	k A k	native	kAk
0.4482	কিয়োডো	k i y O D O	native	ODO
0.4482	ছোড	chh O D O	native	ODO
0.4482	নাওডোবা	n a O D O b a	native	ODO
0.4320	ইটে	i T e	native	iTe
0.4320	ইটেগাছা	i T e g a chh a	native	iTe
0.4320	ইটের	i T e r	native	iTe
0.4320	ইনসাইটের	i n sh a i T e r	native	iTe
0.4320	এইটে	e i T e	native	iTe
0.4320	এইটের	e i T e r	native	iTe
0.4320	কপিরাইটের	k o p i r a i T e r	native	iTe
0.4320	শীটের	sh i T e r	native	iTe
0.4320	সেইটে	sh e i T e	native	iTe
0.4320	হেরিটেজ	h e r i T e j	native	iTe
0.4320	কিটের	k i T e r	native	iTe
0.4320	চামচিটে	ch a m T i T e	native	iTe
0.4320	চিটচিটে	ch i T ch i T e	native	iTe
0.4320	চ্যারিটেবল	ch A r i T e b O l	native	iTe
0.4320	ছিটেফোটা	chh i T e ph O T a	native	iTe
0.4320	ছিটেফোটাও	chh i T e ph O T a O	native	iTe
0.4320	ছিটের	chh i T e r	native	iTe
0.4320	ডাংপিটে	D a ng p i T e	native	iTe
0.4320	ডাকটিকিটে	D a k T i k i T e	native	iTe
0.4320	ডাকটিকিটের	D a k T i k i T e r	native	iTe
0.4320	ডাকসাইটে	D a k sh a i T e	native	iTe
0.4320	ডানপিটে	D a n p i T e	native	iTe
0.4320	নাইটে	n a i T e	native	iTe
0.4320	নাইটের	n a i T e r	native	iTe
0.4320	নেপোলিটেনো	n e p O l i T e n O	native	iTe
0.4320	পলিটেকনিকে	p o l i T e k n i k e	native	iTe
0.4320	পলিটেকনিকের	p o l i T e k n i k e r	native	iTe
0.4320	পারমিটের	p a r m i T e r	native	iTe
0.4320	পিটের	p i T e r	native	iTe
0.4320	ফারেনহাইটের	ph a r e n h a i T e r	native	iTe
0.4320	ফিটফিটে	ph i T ph i T e	native	iTe
0.4320	বসতভিটে	b o sh o t bh i T e	native	iTe
0.4320	বিটে	b i T e	native	iTe
0.4320	বৃটেন	b ri T e n	tatsama	iTe
0.4320	বৃটেনের	b ri T e n e r	tatsama	iTe
0.4320	ব্রিটেন	b ri T e n	native	iTe
0.4320	ব্রিটেনকে	b ri T e n k e	native	iTe
0.4320	ব্রিটেনে	b ri T e n e	native	iTe
0.4320	ব্রিটেনেও	b ri T e n e O	native	iTe
0.4320	ব্রিটেনের	br i T e n e r	native	iTe
0.4320	ভিটে	bh i T e	native	iTe
0.4320	ভিটেছাড়া	bh i T e chh a r a	native	iTe
0.4320	ভিটেতে	bh i T e t e	native	iTe
0.4320	ভিটেবাড়ি	bh i T e b a r i	native	iTe
0.4320	ভিটেবাড়িতে	bh i T e b a r i t e	native	iTe
0.4320	ভিটের	bh i T e r	native	iTe
0.4320	ভিভিটেক	bh i bh i T e k	native	iTe
0.4320	মারপিটে	m a r p i T e	native	iTe
0.4320	মারপিটের	m a r p i T e r	native	iTe
0.4320	মিটে	m i T e	native	iTe
0.4320	মিটেও	m i T e O	native	iTe
0.4320	মিটেছে	m i T e chh e	native	iTe
0.4290	প্যাকেটটা	p A k e T T a	native	keTT
0.4281	গ্যাসক্ষেত্র	g A s kh e tr O	tatsama	Ask
0.4281	গ্যাসক্ষেত্রের	g A s kh e t r e r	tatsama	Ask
0.4281	গ্যাসক্ষেত্রকে	g A s kh e tr o k e	tatsama	Ask
0.4281	গ্যাসক্ষেত্রগুলো	g A s kh e tr o g u l O	tatsama	Ask
0.4281	গ্যাসক্ষেত্রগুলোতে	g A s kh e tr o g u l O t e	tatsama	Ask
0.4281	গ্যাসক্ষেত্রগুলোর	g A s kh e tr o g u l O r	tatsama	Ask
0.4281	গ্যাসক্ষেত্রটি	g A s kh e tr o T i	tatsama	Ask
0.4281	গ্যাসক্ষেত্রটিতে	g A s kh e tr o T i t e	tatsama	Ask
0.4281	গ্যাসক্ষেত্রটির	g A s kh e tr o T i r	tatsama	Ask
0.4281	গ্যাসক্ষেত্রে	g A s kh e tr e	tatsama	Ask
0.4276	সাদিকা	s a d i k a	native	sad
0.4263	ডিবিতে	D i b i t e	native	Dib
0.4263	গন্ডিবদ্ধ	g O n D i b o d dh O	tatsama	Dib
0.4263	চন্ডিবের	ch o n D i b e r	native	Dib
0.4263	ডিবর	D i b o r	native	Dib
0.4263	ডিবেঞ্চার	D i b e nch a r	tatsama	Dib
0.4263	ডিব্বা	D i b b a	native	Dib
0.4263	ভিন্ডিবাল	bh i n D i b a l	native	Dib
0.4263	কালভার্টগুলো	k a l bh a r T g u l O	native	rTg
0.4263	মর্টগেজ	m o r T g e j	native	rTg
0.4262	বিইওএলের	b i i O e l e r	native	Oel
0.4204	ইউনিকোড	i u n i k O D	native	kOD
0.4167	ডেইল	D e i l	native	Dei
0.4167	মানদন্ডেই	m a n d o n D e i	native	Dei
0.4166	নাইটদের	n a i T d e r	native	iTd
0.4078	স্যাক	s A k	native	sAk
0.4050	অকটেন	o k T e n	native	kTe
0.4050	অকটেনের	o k T e n e r	native	kTe
0.4050	ইনজেকটেবল	i n j e k T e b o l	native	kTe
0.4050	ইফেক্টের	i ph e k T e r	native	kTe
0.4050	প্রোজেক্টের	pr O j e k T e r	native	kTe
0.4044	অথেনটিক	o th e n T i k	native	enT
0.4044	ইনসেনটিভ	i n sh e n T i bh	native	enT
0.4044	ইনোসেন্ট	i n O sh e n T	native	enT
0.4044	ইভেন্টটি	i bh e n T T i	native	enT
0.4044	এনটি	e n T i	native	enT
0.4044	এনটিনি	e n T i n i	native	enT
0.4044	এনটিনির	e n T i n i r	native	enT
0.4044	এন্টার	e n T a r	native	enT
0.4044	এন্টারপ্রাইজ	e n T a r pr a i j	native	enT
0.4044	এন্টালি	e n T a l i	native	enT
0.4044	এন্টি	e n T i	native	enT
0.4044	এন্টিবায়োটিক	e n T i b a y O T i k	native	enT
0.4044	এন্টিভাইরাস	e n T i bh a i r a sh	native	enT
0.4044	সেন্টারিংয়ের	sh e n T a r i ng y e r	native	enT
0.4044	করবেনটা	k o r b e n T a	native	enT
0.4044	কারেন্ট	k a r e n T	native	enT
0.4044	ডিকেন্টর	D i k e n T o r	native	enT
0.4044	পার্মানেন্ট	p a r m a n e n T	native	enT
0.4044	পেন্টাগন	p e n T a g o n	native	enT
0.4044	পেন্টাগনও	p e n T a g o n O	native	enT
0.4044	পেন্টাগনকে	p e n T a g o n k e	native	enT
0.4044	পেন্টাগনে	p e n T a g o n e	native	enT
0.4044	পেন্ঠি	p e n Th i	native	enT
0.4044	পেশেন্ট	p e sh e n T	native	enT
0.4044	প্যারেন্ট	p A r e n T	native	enT
0.4044	প্যারেন্টাল	p A r e n T a l	native	enT
0.4044	প্রিভেনটিভ	p ri bh e n T i bh	native	enT
0.4044	বেন্টনার	b e n T n a r	native	enT
0.4044	রেন্টিনা	r e n T i n a	native	enT
0.4044	রেন্টু	r e n T u	native	enT
0.4040	র্যাম	r A m	native	rAm
0.4040	র্যামন	r A m O n	native	rAm
0.4040	র্যাম্প	r A mp	native	rAm
0.4040	র‍্যামন	r A m O n	native	rAm
0.4040	র‍্যাম্প	r A mp	native	rAm
0.4029	প্যাটন	p A T o n	native	ATo
0.3920	প্রটেক্টর	pr O T e k T o r	native	TekTo
0.3911	কেটকে	k e T k e	native	keTk
0.3891	বুন্দেসলিগায়	b u nd e s l i g a y	native	esli
0.3882	বিএএস	b i e e s	native	ees
0.3882	সিএএ,	sh i e e sh	native	ees
0.3872	ইউনিএইড	i u n i e i D	native	eiD
0.3872	এইড	e i D	native	eiD
0.3872	পেইড	p e i D	native	eiD
0.3872	প্যারেইড	p A r e i D	native	eiD
0.3872	প্রিপেইড	p ri p e i D	native	eiD
0.3854	ইউটিউব	i u T i u b	native	iuT
0.3854	ইউটিউবসহ	i u T i u b sh o h O	native	iuT
0.3854	ইউটিউবে	i u T i u b e	native	iuT
0.3854	ইউটিউবেও	i u T i u b e O	native	iuT
0.3854	ইউটিউবের	i u T i u b e r	native	iuT
0.3854	ইউটিলাইজেশন	i u T i l a i j e sh o n	native	iuT
0.3854	ইউটিলিটি	i u T i l i T i	native	iuT
0.3854	ইউটোপিয়ান	i u T O p i y a n	native	iuT
0.3854	নিউট	n i u T	native	iuT
0.3854	নিউটন	n i u T o n	native	iuT
0.3854	নিউটনের	n i u T o n e r	native	iuT
0.3845	গেল	g A l O	native	gAl
0.3845	গেলবার	g A l O b a r	native	gAl
0.3845	গ্যালাওয়ে	g A l a O y e	native	gAl
0.3845	গ্যালাওয়ের	g A l a O y e r	native	gAl
0.3845	গ্যালে	g A l e	native	gAl
0.3845	গ্যালো	g A l O	native	gAl
0.3832	ভিউআরবি	bh i u a r b i	native	iua
0.3832	ভিউআরভি	bh i u a r bh i	native	iua
0.3816	গ্যাড়াকল	g A r a k o l	native	gAr
0.3816	গ্যাড়াকলে	g A r a k o l e	native	gAr
0.3802	ক্রাফটের	kr a ph T e r	native	phTe
0.3802	পাইক্রফটের	p a i kr o ph T e r	native	phTe
0.3779	কাটআউট	k a T a u T	native	TauT
0.3779	স্যামসাং	s A m s a ng	native	san
0.3779	স্যামসাংকে	s A m s a ng k e	native	san
0.3779	স্যামসাংয়ের	s A m s a ng y e r	native	san
0.3779	স্যামস্যাং	s A m s a ng	native	san
0.3719	নুডলস	n u D O l s	native	uDO
0.3719	বাহুডোরে	b a h u D O r e	native	uDO
0.3719	সুডোউল	sh u D O u l	native	uDO
0.3718	এন্ড	e n D	native	enD
0.3718	এন্ডা	e n D a	native	enD
0.3718	এন্ডায়	e n D a y	native	enD
0.3718	এন্ডার	e n D a r	native	enD
0.3718	এন্ডাররা	e n D a r r a	native	enD
0.3718	এন্ডারস	e n D a r o sh	native	enD
0.3718	গেন্ডা	g e n D a	native	enD
0.3718	দেন্ডারা	d e n D a r a	native	enD
0.3718	পেন্ডাল	p e n D a l	native	enD
0.3718	বেন্ডুয়া	b e n D u y a	native	enD
0.3718	ভেরেন্ডা	bh A r e n D a	native	enD
0.3704	ঘটেইনি	gh o T e i n i	native	Tein
0.3676	অগ্নিকাণ্ডে	O g n i k a n D e	tatsama	nDe
0.3676	অগ্নিকান্ডে	O g n i k a n D e	native	nDe
0.3676	অগ্নিকান্ডের	O g n i k a n D e r	native	nDe
0.3676	অর্থদন্ডে	o r th O d o n D e	native	nDe
0.3676	অর্থদন্ডেও	o r th O d o n D e O	native	nDe
0.3676	অর্থদন্ডের	o r th O d o n D e r	native	nDe
0.3676	অর্থদন্ডেরও	o r th O d o n D e r o O	native	nDe
0.3676	উত্তরাখন্ডে	u tt O r a kh o n D e	native	nDe
0.3676	উত্তরাখন্ডের	u tt O r a kh o n D e r	native	nDe
0.3676	উভয়দন্ডে	u bh o y d o n D e	native	nDe
0.3676	কর্মকাণ্ডেও	k o r m O k a n D e O	tatsama	nDe
0.3676	কাণ্ডের	k a n D e r	tatsama	nDe
0.3676	খণ্ডে	kh o n D e	tatsama	nDe
0.3676	খণ্ডের	kh o n D e r	tatsama	nDe
0.3676	দণ্ডমুণ্ডের	d o n D O m u n D e r	tatsama	nDe
0.3676	পাণ্ডে	p a n D e	tatsama	nDe
0.3676	পাণ্ডের	p a n D e r	tatsama	nDe
0.3676	মৃত্যুদণ্ডের	m r i t t u d o n D e r	tatsama	nDe
0.3676	মেরুদণ্ডের	m e r u d o n D e r	tatsama	nDe
0.3676	সীতাকুণ্ডের	sh i t a k u n D e r	tatsama	nDe
0.3676	হত্যাকান্ডে	h O t t a k a n D e	native	nDe
0.3676	কর্মকান্ডে	k o r m O k a n D e	native	nDe
0.3676	কর্মকান্ডেও	k o r m O k a n D e O	native	nDe
0.3676	কর্মকান্ডের	k o r m O k a n D e r	native	nDe
0.3676	কর্মকান্ডেরও	k o r m O k a n D e r O	native	nDe
0.3676	কান্ডে	k a n D e	native	nDe
0.3676	কান্ডের	k a n D e r	native	nDe
0.3676	কামান্ডে	k a m a n D e	native	nDe
0.3676	কারাদন্ডে	k a r a d o n D e	native	nDe
0.3676	কারাদন্ডের	k a r a d o n D e r	native	nDe
0.3676	কুন্ডের	k u n D e r	native	nDe
0.3676	খন্ডে	kh o n D e	native	nDe
